3.08	230.79
3.1	230.79
3.12	230.79
3.14	230.79
3.16	230.79
3.18	230.79
3.2	230.79
3.22	230.79
3.24	230.79
3.26	230.79
3.28	230.79
3.3	230.79
3.32	230.79
3.34	230.79
3.36	230.79
3.38	230.79
3.4	228.883
3.42	228.883
3.44	228.883
3.46	228.883
3.48	228.883
3.5	228.883
